,cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename
7262,57056705-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57056705_99.jpg
7263,53025026-99,99,NEGRO,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53025026_99.jpg
7264,57074382-70,70,ROJO,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57074382_70.jpg
7265,57045940-56,56,NAVY,BLUE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_57045940_56.jpg
7266,57009219-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57009219_99.jpg
7267,57037701-70,70,ROJO,RED,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_57037701_70.jpg
7268,57048260-43,43,VERDE,GREEN,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57048260_43.jpg
7269,57028265-08,08,BEIGE,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57028265_08.jpg
7270,47034025-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47034025_OR.jpg
7271,47064020-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_47064020_99.jpg
7272,47055850-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47055850_OR.jpg
7273,57010714-30,30,MARRON,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57010714_30.jpg
7274,57050164-02,02,OFFWHITE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Case,datathon/images/2023_57050164_02.jpg
7275,57042511-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57042511_99.jpg
7276,47067132-02,02,OFFWHITE,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_47067132_02.jpg
7277,57072881-05,05,CRUDO,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57072881_05.jpg
7278,47018647-05,05,CRUDO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_47018647_05.jpg
7279,57093797-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57093797_99.jpg
7280,57093799-37,37,KHAKI,BROWN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57093799_37.jpg
7281,57092883-07,07,ARENA,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57092883_07.jpg
7283,57024767-56,56,NAVY,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_57024767_56.jpg
7284,57015968-65,65,MORADO,PURPLE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57015968_65.jpg
7285,57094419-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57094419_32.jpg
7286,57061171-05,05,CRUDO,WHITE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama Trousers,datathon/images/2023_57061171_05.jpg
7287,57054411-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57054411_99.jpg
7288,57005802-81,81,ROSA PASTEL,PINK,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57005802_81.jpg
7289,57044429-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57044429_99.jpg
7290,57093818-52,52,AZUL,BLUE,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57093818_52.jpg
7291,57007749-17,17,CARAMELO,YELLOW,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57007749_17.jpg
7292,57075808-28,28,TERRACOTA,ORANGE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater Vest,datathon/images/2023_57075808_28.jpg
7293,57067742-76,76,GRANATE,RED,P-PLANA,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama Shirt,datathon/images/2023_57067742_76.jpg
7294,57009101-90,90,PERLA,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57009101_90.jpg
7296,43057745-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_43057745_08.jpg
7297,43035786-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_43035786_OR.jpg
7298,51040641-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51040641_99.jpg
7299,51000640-37,37,KHAKI,BROWN,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2019_51000640_37.jpg
7300,53080662-20,20,NARANJA,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Cosmetic bag,datathon/images/2019_53080662_20.jpg
7301,53060609-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_53060609_99.jpg
7302,53050726-07,07,ARENA,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Bras,datathon/images/2019_53050726_07.jpg
7303,53050727-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53050727_08.jpg
7304,51080752-08,08,BEIGE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_51080752_08.jpg
7305,53063023-99,99,NEGRO,GREY,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_53063023_99.jpg
7306,53030572-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53030572_32.jpg
7307,53005022-TO,TO,TEJANO OSCURO,BLUE,J-JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53005022_TO.jpg
7308,53013773-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53013773_99.jpg
7309,53075757-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53075757_99.jpg
7310,57095918-37,37,KHAKI,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57095918_37.jpg
7311,57005130-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57005130_99.jpg
7312,57075926-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_57075926_05.jpg
7313,57045941-07,07,ARENA,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57045941_07.jpg
7314,57017693-TU,TU,TEJANO GRIS OSCURO,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_57017693_TU.jpg
7315,57039053-99,99,NEGRO,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57039053_99.jpg
7316,57049207-CO,CO,COBRE,BROWN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57049207_CO.jpg
7317,47050101-30,30,MARRON,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_47050101_30.jpg
7318,47001263-09,09,CAMEL,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_47001263_09.jpg
7319,47037877-37,37,KHAKI,BROWN,J-JEANS,Outerwear,Jackets and Blazers,Jackets,Overshirt,datathon/images/2023_47037877_37.jpg
7320,47014766-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_47014766_32.jpg
7321,57050027-52,52,AZUL,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Foulard,datathon/images/2023_57050027_52.jpg
7322,57030030-85,85,ROSA,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_57030030_85.jpg
7323,57020048-CU,CU,CUERO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57020048_CU.jpg
7324,57022510-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57022510_99.jpg
7325,47054044-02,02,OFFWHITE,WHITE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama T-Shirt,datathon/images/2023_47054044_02.jpg
7326,57040262-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_57040262_70.jpg
7327,57050278-01,01,BLANCO,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57050278_01.jpg
7328,57062882-46,46,TURQUESA,BLUE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57062882_46.jpg
7329,57024008-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57024008_02.jpg
7330,57000365-05,05,CRUDO,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57000365_05.jpg
7331,57001065-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57001065_99.jpg
7332,57063801-90,90,PERLA,GREY,T-TRICOT,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57063801_90.jpg
7333,57062893-TO,TO,TEJANO OSCURO,BLUE,J-JEANS,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57062893_TO.jpg
7334,57021175-85,85,ROSA,PINK,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57021175_85.jpg
7335,57054767-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57054767_TN.jpg
7336,57035979-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57035979_99.jpg
7337,57045794-05,05,CRUDO,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57045794_05.jpg
7338,57064425-37,37,KHAKI,BROWN,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57064425_37.jpg
7339,57087900-PL,PL,PLATA,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57087900_PL.jpg
7340,57047728-28,28,TERRACOTA,ORANGE,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57047728_28.jpg
7341,57068271-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57068271_08.jpg
7342,57076317-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57076317_99.jpg
7343,57087759-85,85,ROSA,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Slippers,datathon/images/2023_57087759_85.jpg
7344,57087762-30,30,MARRON,BROWN,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57087762_30.jpg
7345,53080599-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53080599_99.jpg
7346,53010582-TM,TM,TEJANO MEDIO,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53010582_TM.jpg
7347,53070631-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53070631_08.jpg
7348,51080620-76,76,GRANATE,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2019_51080620_76.jpg
7349,53060663-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53060663_08.jpg
7350,53030670-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53030670_99.jpg
7351,53040764-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Bras,datathon/images/2019_53040764_99.jpg
7352,53043037-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2019_53043037_OR.jpg
7353,51021048-02,02,OFFWHITE,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51021048_02.jpg
7354,53071046-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2019_53071046_99.jpg
7355,51015752-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51015752_99.jpg
7356,53025026-52,52,AZUL,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53025026_52.jpg
7357,53031102-PL,PL,PLATA,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53031102_PL.jpg
7358,51063787-01,01,BLANCO,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_51063787_01.jpg
7359,53085739-99,99,NEGRO,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53085739_99.jpg
7360,53003795-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53003795_02.jpg
7361,57075129-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57075129_99.jpg
7362,57035930-05,05,CRUDO,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57035930_05.jpg
7363,57025131-15,15,MOSTAZA,YELLOW,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57025131_15.jpg
7364,57067686-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57067686_99.jpg
7365,57008632-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57008632_99.jpg
7366,57838254-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57838254_99.jpg
7367,57057888-43,43,VERDE,GREEN,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_57057888_43.jpg
7368,57039050-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57039050_99.jpg
7369,57025942-30,30,MARRON,BROWN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57025942_30.jpg
7370,57019216-PL,PL,PLATA,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57019216_PL.jpg
7371,47004377-01,01,BLANCO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_47004377_01.jpg
7372,47064003-99,99,NEGRO,GREY,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Bikini top,datathon/images/2023_47064003_99.jpg
7373,57020029-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Gadgets,Umbrella,datathon/images/2023_57020029_99.jpg
7374,57055949-52,52,AZUL,BLUE,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2023_57055949_52.jpg
7375,57000157-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_57000157_99.jpg
7376,57050265-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57050265_99.jpg
7378,57010766-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57010766_08.jpg
7379,47008268-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_47008268_01.jpg
7380,57033801-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57033801_02.jpg
7381,57064404-92,92,GRIS,GREY,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57064404_92.jpg
7382,57095793-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57095793_05.jpg
7383,57075797-85,85,ROSA,PINK,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57075797_85.jpg
7384,57045981-17,17,CARAMELO,YELLOW,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57045981_17.jpg
7385,57004786-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57004786_99.jpg
7386,57015797-83,83,ROSA PALO,PINK,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater Vest,datathon/images/2023_57015797_83.jpg
7387,57051182-08,08,BEIGE,WHITE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama Sweatshirt,datathon/images/2023_57051182_08.jpg
7388,57017748-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Gloves,datathon/images/2023_57017748_99.jpg
7389,57086020-99,99,NEGRO,GREY,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57086020_99.jpg
7390,57025814-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57025814_02.jpg
7391,57059102-61,61,LILA,PURPLE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57059102_61.jpg
7393,57094039-PL,PL,PLATA,GREY,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57094039_PL.jpg
7394,57069101-95,95,ANTRACITA,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57069101_95.jpg
7395,53050545-TC,TC,TEJANO CLARO,BLUE,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53050545_TC.jpg
7396,51033029-01,01,BLANCO,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51033029_01.jpg
7397,53043717-15,15,MOSTAZA,YELLOW,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53043717_15.jpg
7398,53073713-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53073713_02.jpg
7399,51000896-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51000896_99.jpg
7400,53073729-99,99,NEGRO,GREY,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53073729_99.jpg
7401,53020933-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53020933_02.jpg
7402,53045016-91,91,GRIS CLARO VIGORE,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Gloves,datathon/images/2019_53045016_91.jpg
7403,53093785-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_53093785_OR.jpg
7404,53045763-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_53045763_99.jpg
7405,53035771-77,77,VINO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Trainers,datathon/images/2019_53035771_77.jpg
7406,53110889-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53110889_99.jpg
7407,57084378-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57084378_99.jpg
7408,53075744-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_53075744_02.jpg
7409,53100601-BB,BB,BLUEBLACK,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53100601_BB.jpg
7410,57095129-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2019_57095129_99.jpg
7411,57035934-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Wallet,datathon/images/2019_57035934_99.jpg
7412,57008631-52,52,AZUL,BLUE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57008631_52.jpg
7413,57057886-99,99,NEGRO,GREY,L-PIEL,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57057886_99.jpg
7414,57077655-37,37,KHAKI,BROWN,O-POLIPIEL,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57077655_37.jpg
7415,57077106-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_57077106_99.jpg
7416,57024756-16,16,OCRE,YELLOW,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57024756_16.jpg
7417,57089209-52,52,AZUL,BLUE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57089209_52.jpg
7418,57016307-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57016307_02.jpg
7419,57037894-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57037894_99.jpg
7420,47034417-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47034417_OR.jpg
7421,57030033-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_57030033_99.jpg
7422,57040048-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57040048_OR.jpg
7423,57050093-98,98,VISON,GREY,C-COMPLEMENTOS,Beauty,Fragance,Fragances,Fragance,datathon/images/2023_57050093_98.jpg
7424,57010270-83,83,ROSA PALO,PINK,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2023_57010270_83.jpg
7425,57050274-20,20,NARANJA,ORANGE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57050274_20.jpg
7426,57092512-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_57092512_32.jpg
7427,57000418-11,11,AMARILLO PASTEL,YELLOW,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Bikini top,datathon/images/2023_57000418_11.jpg
7428,57004402-TO,TO,TEJANO OSCURO,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57004402_TO.jpg
7429,57054015-99,99,NEGRO,GREY,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57054015_99.jpg
7430,57003817-TM,TM,TEJANO MEDIO,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57003817_TM.jpg
7431,57044765-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_57044765_70.jpg
7432,57084019-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Cap,datathon/images/2023_57084019_08.jpg
7433,57005969-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57005969_70.jpg
7434,57005973-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57005973_99.jpg
7435,57004775-78,78,BURDEOS,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2023_57004775_78.jpg
7436,57074029-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,Poloshirts,Poloshirt,datathon/images/2023_57074029_99.jpg
7437,57094773-80,80,NUDE,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57094773_80.jpg
7438,57025794-56,56,NAVY,BLUE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57025794_56.jpg
